data
0.407499999
0.357300013
0.50910002
0.441599995
0.577300012
0.518999994
0.612999976
0.650600016
0.740400016
0.800199986
0.824500024
0.783900023
0.691999972
0.701300025
0.757700026
0.789099991
0.787100017
0.804099977
0.813499987
0.716099977
0.698599994
0.769699991
0.774600029
0.777700007
0.854099989
0.824999988
0.81400001
0.805400014
0.777899981
0.835799992
0.840200007
0.8028
0.839999974
0.840399981
0.830900013
0.842100024
0.854900002
0.815699995
0.743499994
0.85589999
0.86559999
0.862800002
0.855400026
0.833800018
0.838100016
0.848399997
0.850300014
0.861899972
0.864600003
0.843500018
0.854499996
0.875800014
0.799600005
0.851800025
0.840499997
0.855300009
0.864199996
0.873700023
0.88410002
0.884800017
0.879499972
0.873199999
0.840300024
0.872399986
0.875100017
0.860599995
0.872900009
0.857299984
0.854499996
0.826099992
0.849399984
0.806599975
0.867999971
0.838800013
0.878700018
0.825999975
0.855599999
0.880500019
0.882099986
0.888800025
0.862399995
0.866699994
0.87470001
0.885200024
0.887499988
0.887600005
0.881799996
0.888499975
0.881699979
0.870999992
0.804700017
0.831200004
0.845000029
0.857800007
0.8671
0.85650003
0.770399988
0.812399983
0.886399984
0.89200002
0.893999994
0.870999992
0.873600006
0.867399991
0.88319999
0.895399988
0.891099989
0.897300005
0.89319998
0.890200019
0.894200027
0.885699987
0.895500004
0.894200027
0.869700015
0.885900021
0.895699978
0.897899985
0.898800015
0.890500009
0.896099985
0.898299992
0.896000028
0.893899977
0.869499981
0.881699979
0.894699991
0.885200024
0.897300005
0.889900029
0.896799982
0.90079999
0.876600027
0.900900006
0.861199975
0.900900006
0.897099972
0.902800024
0.903100014
0.902800024
0.902199984
0.898899972
0.880599976
0.88349998
0.881600022
0.851400018
0.901899993
0.903500021
0.885100007
0.844699979
0.901499987
0.888400018
0.852699995
0.888700008
0.893299997
0.895699978
0.895299971
0.870400012
0.878000021
0.879499972
0.881699979
0.899299979
0.908299983
0.889699996
0.888199985
0.90109998
0.894699991
0.906400025
0.906000018
0.90140003
0.901199996
0.888800025
0.90200001
0.901600003
0.884299994
0.882200003
0.885299981
0.888499975
0.896099985
0.890900016
0.888800025
0.9023
0.907199979
0.901799977
0.886600018
0.903400004
